
---------- Begin Simulation Statistics ----------
simSeconds                                   0.004529                       # Number of seconds simulated (Second)
simTicks                                   4528978000                       # Number of ticks simulated (Tick)
finalTick                                  4528978000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     53.95                       # Real time elapsed on the host (Second)
hostTickRate                                 83947765                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     904296                       # Number of bytes of host memory used (Byte)
simInsts                                     12233308                       # Number of instructions simulated (Count)
simOps                                       24133321                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   226753                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     447327                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          9057957                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.740434                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.350559                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        25888158                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    22836                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       25264841                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   9435                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1777662                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3508655                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                8862                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             8968739                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.816989                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.473825                       # Number of insts issued each cycle (Count)
system.l2.overallMissRate::cpu.data          0.223078                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::total             0.226019                       # miss rate for overall accesses (Ratio)
system.l2.demandAvgMissLatency::cpu.inst 78735.021097                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::cpu.data 75442.610419                       # average overall miss latency in ticks ((Tick/Count))
system.l2.demandAvgMissLatency::total    75649.641815                       # average overall miss latency in ticks ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.inst 78735.021097                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::cpu.data 75442.610419                       # average overall miss latency ((Tick/Count))
system.l2.overallAvgMissLatency::total   75649.641815                       # average overall miss latency ((Tick/Count))
system.l2.blockedCycles::no_mshrs                   0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCycles::no_targets                 0                       # number of cycles access was blocked (Cycle)
system.l2.blockedCauses::no_mshrs                   0                       # number of times access was blocked (Count)
system.l2.blockedCauses::no_targets                 0                       # number of times access was blocked (Count)
system.l2.avgBlocked::no_mshrs                    nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.avgBlocked::no_targets                  nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2.demandMshrMisses::cpu.inst             1185                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::cpu.data            17660                       # number of demand (read+write) MSHR misses (Count)
system.l2.demandMshrMisses::total               18845                       # number of demand (read+write) MSHR misses (Count)
system.l2.overallMshrMisses::cpu.inst            1185                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::cpu.data           17660                       # number of overall MSHR misses (Count)
system.l2.overallMshrMisses::total              18845                       # number of overall MSHR misses (Count)
system.l2.demandMshrMissLatency::cpu.inst     81451000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::cpu.data   1155716500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.demandMshrMissLatency::total     1237167500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.inst     81451000                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::cpu.data   1155716500                       # number of overall MSHR miss ticks (Tick)
system.l2.overallMshrMissLatency::total    1237167500                       # number of overall MSHR miss ticks (Tick)
system.l2.demandMshrMissRate::cpu.inst       0.281272                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::cpu.data       0.223078                       # mshr miss ratio for demand accesses (Ratio)
system.l2.demandMshrMissRate::total          0.226019                       # mshr miss ratio for demand accesses (Ratio)
system.l2.overallMshrMissRate::cpu.inst      0.281272                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::cpu.data      0.223078                       # mshr miss ratio for overall accesses (Ratio)
system.l2.overallMshrMissRate::total         0.226019                       # mshr miss ratio for overall accesses (Ratio)
system.l2.demandAvgMshrMissLatency::cpu.inst 68735.021097                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::cpu.data 65442.610419                       # average overall mshr miss latency ((Tick/Count))
system.l2.demandAvgMshrMissLatency::total 65649.641815                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.inst 68735.021097                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::cpu.data 65442.610419                       # average overall mshr miss latency ((Tick/Count))
system.l2.overallAvgMshrMissLatency::total 65649.641815                       # average overall mshr miss latency ((Tick/Count))
system.l2.replacements                              0                       # number of replacements (Count)
system.l2.ReadCleanReq.hits::cpu.inst            3028                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.hits::total               3028                       # number of ReadCleanReq hits (Count)
system.l2.ReadCleanReq.misses::cpu.inst          1185                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.misses::total             1185                       # number of ReadCleanReq misses (Count)
system.l2.ReadCleanReq.missLatency::cpu.inst     93301000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.missLatency::total     93301000                       # number of ReadCleanReq miss ticks (Tick)
system.l2.ReadCleanReq.accesses::cpu.inst         4213                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.accesses::total           4213                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.l2.ReadCleanReq.missRate::cpu.inst     0.281272                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.missRate::total       0.281272                       # miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMissLatency::cpu.inst 78735.021097                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMissLatency::total 78735.021097                       # average ReadCleanReq miss latency ((Tick/Count))
system.l2.ReadCleanReq.mshrMisses::cpu.inst         1185                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMisses::total         1185                       # number of ReadCleanReq MSHR misses (Count)
system.l2.ReadCleanReq.mshrMissLatency::cpu.inst     81451000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissLatency::total     81451000                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.l2.ReadCleanReq.mshrMissRate::cpu.inst     0.281272                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.mshrMissRate::total     0.281272                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.l2.ReadCleanReq.avgMshrMissLatency::cpu.inst 68735.021097                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadCleanReq.avgMshrMissLatency::total 68735.021097                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.l2.ReadExReq.hits::cpu.data               3642                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.hits::total                  3642                       # number of ReadExReq hits (Count)
system.l2.ReadExReq.misses::cpu.data            17293                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.misses::total               17293                       # number of ReadExReq misses (Count)
system.l2.ReadExReq.missLatency::cpu.data   1301159500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.missLatency::total     1301159500                       # number of ReadExReq miss ticks (Tick)
system.l2.ReadExReq.accesses::cpu.data          20935                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.accesses::total             20935                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2.ReadExReq.missRate::cpu.data       0.826033                       # miss rate for ReadExReq accesses (Ratio)
